OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax
39957,R1H13,Hospital,Hospital,NHS Sector,Visible,TRUE,Mile End Hospital,Bancroft Road,,,London,,E1 4DG,51.5250473,-0.04219196,R1H,Barts Health NHS Trust,020 7377 7000,bhnt.pals@nhs.net,http://www.bartshealth.nhs.uk,
39964,R1HKH,Hospital,Hospital,NHS Sector,Visible,TRUE,Whipps Cross Hospital,Whipps Cross Road,,,London,,E11 1NR,51.57883072,0.002652787,R1H,Barts Health NHS Trust,020 8539 5522,wxpals@bartshealth.nhs.uk,http://www.bartshealth.nhs.uk/,
39966,R1HM0,Hospital,Hospital,NHS Sector,Visible,TRUE,St Bartholomew's Hospital,St Bartholomew’s Hospital,West Smithfield,,City of London,,EC1A 7BE,51.51774979,-0.10038992,R1H,Barts Health NHS Trust,020 7377 7000,sbhpals.bartshealth@nhs.net,https://www.bartshealth.nhs.uk/st-bartholomews,
39967,R1HNH,Hospital,Hospital,NHS Sector,Visible,TRUE,Newham Hospital,Glen Road,Plaistow,,London,,E13 8SL,51.52277756,0.034731604,R1H,Barts Health NHS Trust,020 7476 4000,nuhpals@bartshealth.nhs.uk,http://www.bartshealth.nhs.uk,020 7363 8181
39970,RA201,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Surrey County Hospital,Royal Surrey County Hospital,Egerton Road,,Guildford,Surrey,GU2 7XX,51.24101639,-0.60744828,RA2,Royal Surrey NHS Foundation Trust,01483 571122,,http://www.royalsurrey.nhs.uk,01483 537747
39985,RA430,Hospital,Hospital,NHS Sector,Visible,TRUE,Yeovil District Hospital,Higher Kingston,,,Yeovil,Somerset,BA21 4AT,50.94484711,-2.634698391,RA4,Yeovil District Hospital NHS Foundation Trust,01935 475122,communications@ydh.nhs.uk,http://www.yeovilhospital.nhs.uk/,01935 426850
39987,RA701,Hospital,Hospital,NHS Sector,Visible,TRUE,Bristol Royal Infirmary,Marlborough Street,,,Bristol,Avon,BS2 8HW,51.45918655,-2.596124649,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-infirmary.html,
39991,RA707,Hospital,Hospital,NHS Sector,Visible,TRUE,St Michael's Hospital,Southwell Street,,,Bristol,Avon,BS2 8EG,51.45913696,-2.599376917,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/your-hospitals/st-michaels-hospital.html,
39992,RA708,Hospital,Hospital,NHS Sector,Visible,TRUE,Bristol Eye Hospital,Lower Maudlin Street,,,Bristol,Avon,BS1 2LX,51.45843887,-2.594531536,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-eye-hospital.html,0117 342 4721
39993,RA709,Hospital,Hospital,NHS Sector,Visible,TRUE,University Of Bristol Dental Hospital,Lower Maudlin Street,,,Bristol,Avon,BS1 2LY,51.45861816,-2.595181704,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/your-hospitals/university-of-bristol-dental-hospital.html,
39995,RA723,Hospital,Hospital,NHS Sector,Visible,TRUE,Bristol Royal Hospital For Children,Upper Maudlin Street,,,Bristol,Avon,BS2 8BJ,51.45775223,-2.597314835,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 923 0000,,http://www.uhbristol.nhs.uk/your-hospitals/bristol-royal-hospital-for-children.html,
40002,RA773,Hospital,Hospital,NHS Sector,Visible,TRUE,South Bristol Community Hospital,South Bristol NHS Community Hospital,Hengrove Promenade,,Bristol,,BS14 0DB,51.41099548,-2.584929228,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,0117 964 3300,,http://www.uhbristol.nhs.uk/patients-and-visitors/your-hospitals/south-bristol-community-hospital/,
40004,RA7C2,Hospital,Hospital,NHS Sector,Visible,TRUE,Weston General Hospital,"Grange Road, Uphill",,,Weston-Super-Mare,Avon,BS23 4TQ,51.32234192,-2.971384764,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,01934 636 363,,http://www.waht.nhs.uk/,
40006,RA901,Hospital,Hospital,NHS Sector,Visible,TRUE,Torbay Hospital,Lowes Bridge,,,Torquay,Devon,TQ2 7AA,50.48232269,-3.553790569,RA9,Torbay and South Devon NHS Foundation Trust,01803 614567,chiefexecutive.sdhct@nhs.net,http://www.torbayandsouthdevon.nhs.uk/,01803 616334
40049,RA954,Hospital,Hospital,NHS Sector,Visible,TRUE,Brixham Hospital - Torbay and South Devon NHS Foundation Trust,Greenswood Road,,,Brixham,Devon,TQ5 9HW,50.38945007,-3.513809919,RA9,Torbay and South Devon NHS Foundation Trust,01803 881399,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/ashburton-and-buckfastleigh-health-and-wellbeing-,
40051,RA956,Hospital,Hospital,NHS Sector,Visible,TRUE,Dawlish Hospital - Torbay and South Devon NHS Foundation Trust,Barton Terrace,,,Dawlish,Devon,EX7 9DH,50.58058929,-3.474774122,RA9,Torbay and South Devon NHS Foundation Trust,01626 868 500,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/dawlish-community-hospital/,
40052,RA957,Hospital,Hospital,NHS Sector,Visible,TRUE,Newton Abbot Community Hospital - Torbay and South Devon NHS Foundation Trust,Jetty Marsh Road,,,Newton Abbot,Devon,TQ12 2TS,50.53936386,-3.612241745,RA9,Torbay and South Devon NHS Foundation Trust,01626 324500,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/newton-abbot-community-hospital/,
40053,RA958,Hospital,Hospital,NHS Sector,Visible,TRUE,Paignton Health and Welllbeing Centre,Church Street,,,Paignton,Devon,TQ3 3AG,50.43714523,-3.568786621,RA9,Torbay and South Devon NHS Foundation Trust,01803 547171,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/paignton-health-and-wellbeing-centre/,
40054,RA959,Hospital,Hospital,NHS Sector,Visible,TRUE,Teignmouth Hospital,Mill Lane,,,Teignmouth,Devon,TQ14 9BQ,50.54837418,-3.511145592,RA9,Torbay and South Devon NHS Foundation Trust,01626 772 161,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/teignmouth-community-hospital/,
40055,RA979,Hospital,Hospital,NHS Sector,Visible,TRUE,Totnes Hospital - Torbay and South Devon NHS Foundation Trust,Coronation Road,,,Totnes,Devon,TQ9 5GH,50.4327774,-3.68417573,RA9,Torbay and South Devon NHS Foundation Trust,01803 862622,,https://www.torbayandsouthdevon.nhs.uk/visiting-us/totnes-community-hospital/,
40058,RAE01,Hospital,Hospital,NHS Sector,Visible,TRUE,Bradford Royal Infirmary,,Duckworth Lane,,Bradford,West Yorkshire,BD9 6RJ,53.8059845,-1.794681668,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 542200,,http://www.bradfordhospitals.nhs.uk,01274 364786
40059,RAE05,Hospital,Hospital,NHS Sector,Visible,TRUE,St Lukes Hospital,,Little Horton Lane,,Bradford,West Yorkshire,BD5 0NA,53.78370285,-1.760688424,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 734744,,http://www.bradfordhospitals.nhs.uk,
40060,RAE2H,Hospital,Hospital,NHS Sector,Visible,TRUE,Shipley Hospital,,98 Kirkgate,,Shipley,West Yorkshire,BD18 3LT,53.83343506,-1.786266565,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 773390,,,
40061,RAE4H,Hospital,Hospital,NHS Sector,Visible,TRUE,Eccleshill Community Hospital,,450 Harrogate Road,Eccleshill,Bradford,West Yorkshire,BD10 0JE,53.82307816,-1.712111712,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 323200,,,
40067,RAJ01,Hospital,Hospital,NHS Sector,Visible,TRUE,Southend Hospital,,Prittlewell Chase,,Westcliff-on-Sea,Essex,SS0 0RY,51.55383682,0.688631773,RAJ,Mid and South Essex NHS Foundation Trust,01702 435555,,http://www.southend.nhs.uk,01702 385856
40069,RAJ25,Hospital,Hospital,NHS Sector,Visible,TRUE,Brentwood Community Hospital,"Crescent Drive, Shenfield",,,Brentwood,Essex,CM15 8DR,51.62355042,0.316414982,RAJ,Mid and South Essex NHS Foundation Trust,01277 695000,,,
40073,RAL01,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Free Hospital,,Pond Street,,London,,NW3 2QG,51.55322266,-0.165309235,RAL,Royal Free London NHS Foundation Trust,020 7794 0500,rf.pals@nhs.net,http://www.royalfree.nhs.uk/,020 7830 2468
40077,RAL22,Hospital,Hospital,NHS Sector,Visible,TRUE,Finchley Memorial Hospital,Granville Road,,,London,Greater London,N12 0JE,51.60545731,-0.176605821,RAL,Royal Free London NHS Foundation Trust,020 8349 7500,,,020 8346 6043
40083,RALRA,Hospital,Hospital,NHS Sector,Visible,TRUE,Edgware Community Hospital,Burnt Oak Broadway,,,Edgware,Middlesex,HA8 0AD,51.6064949,-0.271227777,RAL,Royal Free London NHS Foundation Trust,020 8952 2381,,http://www.royalfree.nhs.uk,020 8732 6807
40087,RAN01,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal National Orthopaedic Hospital (Stanmore),Brockley Hill,,,Stanmore,Middlesex,HA7 4LP,51.63256454,-0.31042096,RAN,Royal National Orthopaedic Hospital NHS Trust,020 3947 0100,rnoh.enquiries-sm@nhs.net,http://www.rnoh.nhs.uk,
40088,RAN02,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal National Orthopaedic Hospital (Bolsover Street),45-51 Bolsover Street,,,London,Greater London,W1W 5AQ,51.52331161,-0.143274531,RAN,Royal National Orthopaedic Hospital NHS Trust,020 3947 0100,rnoh.enquiries-sm@nhs.net,http://www.rnoh.nhs.uk/,
40091,RAPNM,Hospital,Hospital,NHS Sector,Visible,TRUE,North Middlesex University Hospital,,Sterling Way,,London,,N18 1QX,51.61309433,-0.07373514,RAP,North Middlesex University Hospital NHS Trust,020 8887 2000,,http://www.northmid.nhs.uk,
40095,RAS01,Hospital,Hospital,NHS Sector,Visible,TRUE,Hillingdon Hospital,,Pield Heath Road,,Uxbridge,Middlesex,UB8 3NN,51.52607727,-0.461160362,RAS,The Hillingdon Hospitals NHS Foundation Trust,01895 238282,,https://www.thh.nhs.uk,
40096,RAS02,Hospital,Hospital,NHS Sector,Visible,TRUE,Mount Vernon Hospital,,Rickmansworth Road,,Northwood,Middlesex,HA6 2RN,51.61492538,-0.445808202,RAS,The Hillingdon Hospitals NHS Foundation Trust,01923 826111,,https://www.thh.nhs.uk,
40109,RAX01,Hospital,Hospital,NHS Sector,Visible,TRUE,Kingston Hospital,Galsworthy Road,,,Kingston Upon Thames,Surrey,KT2 7QB,51.41482544,-0.282609493,RAX,Kingston Hospital NHS Foundation Trust,020 8546 7711,khft.pals@nhs.net,http://www.kingstonhospital.nhs.uk/,020 85472182
40115,RBA11,Hospital,Hospital,NHS Sector,Visible,TRUE,Musgrove Park Hospital,,,Parkfield Drive,Taunton,Somerset,TA1 5DA,51.01157761,-3.121679544,RBA,Taunton and Somerset NHS Foundation Trust,01823 333444,,http://www.musgroveparkhospital.nhs.uk,
40130,RBD01,Hospital,Hospital,NHS Sector,Visible,TRUE,Dorset County Hospital,Williams Avenue,,,Dorchester,Dorset,DT1 2JY,50.71294403,-2.446922541,RBD,Dorset County Hospital NHS Foundation Trust,01305 251150,headquarters@dchft.nhs.uk,http://www.dchft.nhs.uk,01305 254155
40154,RBK02,Hospital,Hospital,NHS Sector,Visible,TRUE,Manor Hospital,,Moat Road,,Walsall,,WS2 9PS,52.58233261,-1.998909116,RBK,Walsall Healthcare NHS Trust,01922 721172,contactus@walsallhealthcare.nhs.uk,http://www.walsallhealthcare.nhs.uk,
40162,RBL02,Hospital,Hospital,NHS Sector,Visible,TRUE,Victoria Central Hospital,Mill Lane,,,Wallasey,Merseyside,CH44 5UF,53.41566086,-3.045850515,RBL,Wirral University Teaching Hospital NHS Foundation Trust,0151 678 5111,wuth.patientexperience@nhs.net,http://www.wuth.nhs.uk,
40163,RBL14,Hospital,Hospital,NHS Sector,Visible,TRUE,Arrowe Park Hospital,Arrowe Park Road,,Upton,Wirral,Merseyside,CH49 5PE,53.36962891,-3.096800804,RBL,Wirral University Teaching Hospital NHS Foundation Trust,0151 678 5111,wuth.patientexperience@nhs.net,http://www.wuth.nhs.uk,0151 604 7148
40164,RBL20,Hospital,Hospital,NHS Sector,Visible,TRUE,Clatterbridge Hospital,Clatterbridge Road,,Bebington,Wirral,Merseyside,CH63 4JY,53.33288956,-3.024122,RBL,Wirral University Teaching Hospital NHS Foundation Trust,0151 334 4000,wuth.patientexperience@nhs.net,http://www.wuth.nhs.uk,
40168,RBN01,Hospital,Hospital,NHS Sector,Visible,TRUE,Whiston Hospital,Warrington Road,,,Prescot,Merseyside,L35 5DR,53.42047501,-2.784939051,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,0151 426 1600,kim.hughes@sthk.nhs.uk,http://www.sthk.nhs.uk,
40169,RBN02,Hospital,Hospital,NHS Sector,Visible,TRUE,St Helens Hospital,Marshalls Cross Road,,,St. Helens,Merseyside,WA9 3DA,53.43953323,-2.718886852,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,0151 426 1600,kim.hughes@sthk.nhs.uk,http://www.sthk.nhs.uk,01744 646301
40170,RBN03,Hospital,Hospital,NHS Sector,Visible,TRUE,Newton Community Hospital,Bradlegh Road,,,Newton-le-Willows,Merseyside,WA12 8RB,53.44598389,-2.635252714,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,01925 222731,,,01925 291869
40188,RBQHQ,Hospital,Hospital,NHS Sector,Visible,TRUE,Liverpool Heart and Chest Hospital,,Thomas Drive,,Liverpool,,L14 3PE,53.4111557,-2.89797473,RBQ,Liverpool Heart and Chest NHS Foundation Trust,0151 600 1616,,http://www.lhch.nhs.uk,0151 600 1862
40195,RBS25,Hospital,Hospital,NHS Sector,Visible,TRUE,Alder Hey Children's NHS Foundation Trust,Alder Hey Children's Hospital,Eaton Road,,Liverpool,,L12 2AP,53.41930389,-2.897731543,RBS,Alder Hey Children's NHS Foundation Trust,0151 228 4811,,http://www.alderhey.nhs.uk,0151 252 5846
40199,RBT20,Hospital,Hospital,NHS Sector,Visible,TRUE,Leighton Hospital,Leighton Hospital,Middlewich Road,,Crewe,Cheshire,CW1 4QJ,53.11769104,-2.475848436,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01270 255141,,http://www.mchft.nhs.uk,01270 587696
40200,RBT21,Hospital,Hospital,NHS Sector,Visible,TRUE,Victoria Infirmary (Northwich),Winnington Hill,Winnington Hill,,Northwich,Cheshire,CW8 1AW,53.26189423,-2.519784451,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01606 564000,,http://www.mcht.nhs.uk,01606 564020
40204,RBV01,Hospital,Hospital,NHS Sector,Visible,TRUE,The Christie main site,550 Wilmslow Road,Withington,,Manchester,Greater Manchester,M20 4BX,53.42977142,-2.230110168,RBV,The Christie NHS Foundation Trust,0161 446 3000,enquiries@christie.nhs.uk,http://www.christie.nhs.uk/,0161 446 3977
40208,RBZ12,Hospital,Hospital,NHS Sector,Visible,TRUE,North Devon District Hospital,Raleigh Park,,,Barnstaple,Devon,EX31 4JB,51.09217453,-4.0504179,RBZ,Northern Devon Healthcare NHS Trust,01271 322577,ndht.contactus@nhs.net,http://www.northdevonhealth.nhs.uk,01271 311541
40220,RBZ91,Hospital,Hospital,NHS Sector,Visible,TRUE,Ilfracombe Tyrrell Hospital,,St. Brannocks Park Road,,Ilfracombe,Devon,EX34 8JF,51.20452118,-4.124407291,RBZ,Northern Devon Healthcare NHS Trust,01271 863 448,,http://www.northdevonhealth.nhs.uk/services/community/ilfracombe-tyrrell-hospital/,01271 867 813
40221,RBZ92,Hospital,Hospital,NHS Sector,Visible,TRUE,Holsworthy Hospital,Dobles Lane,,,Holsworthy,Devon,EX22 6JQ,50.81832886,-4.349647999,RBZ,Northern Devon Healthcare NHS Trust,01409 253 424,,http://www.northdevonhealth.nhs.uk/services/community/holsworthy-hospital/,
40223,RBZ95,Hospital,Hospital,NHS Sector,Visible,TRUE,Bideford Hospital,,Abbotsham Road,,Bideford,Devon,EX39 3AG,51.01782608,-4.21274519,RBZ,Northern Devon Healthcare NHS Trust,01271 322 577,,http://www.northdevonhealth.nhs.uk/services/community/bideford-hospital/,
40224,RBZ98,Hospital,Hospital,NHS Sector,Visible,TRUE,Torrington Hospital,Calf Street,,,Torrington,Devon,EX38 7BJ,50.9547348,-4.136956215,RBZ,Northern Devon Healthcare NHS Trust,01805 622208,,http://www.northdevonhealth.nhs.uk/services/community/torrington/,
40225,RBZ99,Hospital,Hospital,NHS Sector,Visible,TRUE,South Molton Hospital,Widgery Drive,,,South Molton,Devon,EX36 4DP,51.01702499,-3.839422703,RBZ,Northern Devon Healthcare NHS Trust,01769 572 164,,http://www.northdevonhealth.nhs.uk/services/community/south-molton-hospital/,
40227,RC110,Hospital,Hospital,NHS Sector,Visible,TRUE,Bedford Hospital South Wing,South Wing,Kempston Road,,Bedford,Bedfordshire,MK42 9DJ,52.12826538,-0.472480506,RC1,Bedford Hospital NHS Trust,01234 355 122,pals@bedfordhospital.nhs.uk,http://www.bedfordhospital.nhs.uk/index.asp,01234 795 972
40228,RC111,Hospital,Hospital,NHS Sector,Visible,TRUE,Bedford Hospital North Wing,32-34 Kimbolton Road,,,Bedford,Bedfordshire,MK40 2NS,52.14118958,-0.46176514,RC1,Bedford Hospital NHS Trust,01234 355 122,communications@bedfordhospital.nhs.uk,https://www.bedfordhospital.nhs.uk/our-departments/clinical-departments/physiotherapy/out-patient-ph,01234 795 972
40233,RC971,Hospital,Hospital,NHS Sector,Visible,TRUE,Luton and Dunstable Hospital,,Lewsey Road,,Luton,Bedfordshire,LU4 0DZ,51.89414597,-0.474415451,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,01582 491166,pals@ldh.nhs.uk,https://www.ldh.nhs.uk/,
40235,RCB05,Hospital,Hospital,NHS Sector,Visible,TRUE,St Monicas Hospital,Long Street,Easingwold,,York,North Yorkshire,YO61 3JD,54.11840439,-1.189312696,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,01347821214,,https://www.yorkhospitals.nhs.uk/our_hospitals/st_monicas_easingwold/,01347821046
40238,RCB55,Hospital,Hospital,NHS Sector,Visible,TRUE,The York Hospital,York Hospital,Wigginton Road,,York,North Yorkshire,YO31 8HE,53.96895218,-1.084269643,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,01904 631 313,,http://www.york.nhs.uk,
40242,RCBL8,Hospital,Hospital,NHS Sector,Visible,TRUE,"Malton, Norton & District Hospital",,Middlecave Road,,Malton,North Yorkshire,YO17 7NG,54.13724518,-0.806531847,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,01653 693041,,http://www.york.nhs.uk,01653 604521
40245,RCBP9,Hospital,Hospital,NHS Sector,Visible,TRUE,White Cross Rehabilitation Hospital,White Cross Road,Wilson Drive,Huntington Road,York,North Yorkshire,YO31 8JR,53.97165298,-1.076465845,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,01904 724226,,http://www.york.nhs.uk,
40248,RCBTV,Hospital,Hospital,NHS Sector,Visible,TRUE,St Helens Rehabilitation Hospital,1a Nelsons Lane,,,York,North Yorkshire,YO24 1HD,53.94364166,-1.106458068,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,01904 724626,,,
40261,RCD01,Hospital,Hospital,NHS Sector,Visible,TRUE,Harrogate District Hospital,Lancaster Park Road,,,Harrogate,North Yorkshire,HG2 7SX,53.99380875,-1.517558336,RCD,Harrogate and District NHS Foundation Trust,01423 885959,hello@hdft.nhs.uk,http://www.hdft.nhs.uk/,
40262,RCD02,Hospital,Hospital,NHS Sector,Visible,TRUE,Ripon and District Community Hospital,Firby Lane,,,Ripon,North Yorkshire,HG4 2PR,54.13543701,-1.52717948,RCD,Harrogate and District NHS Foundation Trust,01423 542900,hello@hdft.nhs.uk,http://www.hdft.nhs.uk,01765 606628
40267,RCD6D,Hospital,Hospital,NHS Sector,Visible,TRUE,The New Selby War Memorial Hospital - Harrogate and District NHS Foundation Trust,The New Selby War Memorial Hospital,Doncaster Road,,Selby,North Yorkshire,YO8 9BX,53.77748871,-1.078320146,RCD,Harrogate and District NHS Foundation Trust,01904 724300,,http://www.hdft.nhs.uk,
40270,RCF22,Hospital,Hospital,NHS Sector,Visible,TRUE,Airedale General Hospital,Skipton Road,Steeton,,Keighley,West Yorkshire,BD20 6TD,53.89801788,-1.962679625,RCF,Airedale NHS Foundation Trust,01535 652511,,http://www.airedale-trust.nhs.uk/,01535 655129
40274,RCF30,Hospital,Hospital,NHS Sector,Visible,TRUE,Castleberg Hospital,Raines Road,Giggleswick,,Settle,North Yorkshire,BD24 0BN,54.06954956,-2.292192698,RCF,Airedale NHS Foundation Trust,01729 823515,personnel.dept@anhst.nhs.uk,http://www.airedale-trust.nhs.uk/,01729 823082
40275,RCF31,Hospital,Hospital,NHS Sector,Visible,TRUE,Skipton General Hospital,Keighley Road,,,Skipton,North Yorkshire,BD23 2RJ,53.95569611,-2.018997669,RCF,Airedale NHS Foundation Trust,01756 792233,personnel.dept@anhst.nhs.uk,http://www.airedale-trust.nhs.uk/,
40282,RCUEF,Hospital,Hospital,NHS Sector,Visible,FALSE,Sheffield Children's Hospital,Western Bank,,,Sheffield,South Yorkshire,S10 2TH,53.38060379,-1.490613818,RCU,Sheffield Children's NHS Foundation Trust,0114 2717000,sheffield.childrenshospital@sch.nhs.uk,http://www.sheffieldchildrens.nhs.uk/,0114 272 3418
40289,RCX70,Hospital,Hospital,NHS Sector,Visible,TRUE,The Queen Elizabeth Hospital,Gayton Road,,,King's Lynn,Norfolk,PE30 4ET,52.75660706,0.446693152,RCX,"The Queen Elizabeth Hospital, King's Lynn. NHS Foundation Trust",01553 613 613,,http://www.qehkl.nhs.uk,01553 613 700
40293,RD102,Hospital,Hospital,NHS Sector,Visible,TRUE,Chippenham Community Hospital,Rowden Hill,,,Chippenham,Wiltshire,SN15 2AJ,51.45254135,-2.126694918,RD1,Royal United Hospitals Bath NHS Foundation Trust,01249 447 100,webmaster@ruh-bath.swest.nhs.uk,,01249 444 511
40303,RD129,Hospital,Hospital,NHS Sector,Visible,TRUE,Paulton Hospital,Salisbury Road,Paulton,,Bristol,Avon,BS39 7SB,51.29867935,-2.493281364,RD1,Royal United Hospitals Bath NHS Foundation Trust,01761 412315,,,
40304,RD130,Hospital,Hospital,NHS Sector,Visible,TRUE,"Royal United Hospitals, Bath",Combe Park,,,Bath,Avon,BA1 3NG,51.39167023,-2.39120388,RD1,Royal United Hospitals Bath NHS Foundation Trust,01225 428331,ruh-tr.pals@nhs.net,https://ruh.nhs.uk/finding/contact.asp,
40308,RD304,Hospital,Hospital,NHS Sector,Visible,TRUE,Poole Hospital,Longfleet Road,,,Poole,Dorset,BH15 2JB,50.72199249,-1.973102927,RD3,Poole Hospital NHS Foundation Trust,01202 665511,,http://www.poole.nhs.uk/,
40330,RD816,Hospital,Hospital,NHS Sector,Visible,TRUE,Milton Keynes Hospital,Standing Way,,,Milton Keynes,Buckinghamshire,MK6 5LD,52.02637482,-0.73576653,RD8,Milton Keynes University Hospital NHS Foundation Trust,01908 660033,,http://www.mkuh.nhs.uk,01908 669348
40342,RDEE4,Hospital,Hospital,NHS Sector,Visible,TRUE,Colchester Hospital,Turner Road,"Turner Road, Colchester",,Colchester,Essex,CO4 5JL,51.91016388,0.899196804,RDE,East Suffolk and North Essex NHS Foundation Trust,01206 747474,communications@esneft.nhs.uk,https://www.esneft.nhs.uk/,01206 742220
40344,RDEEK,Hospital,Hospital,NHS Sector,Visible,TRUE,Halstead Hospital,78 Hedingham Road,,,Halstead,Essex,CO9 2DL,51.94809341,0.637966037,RDE,East Suffolk and North Essex NHS Foundation Trust,01787 291022,,http://www.midessex.nhs.uk/,
40354,RDR2V,Hospital,Hospital,NHS Sector,Visible,TRUE,Bognor Regis War Memorial Hospital,Bognor Regis War Memorial Hospital,Shripney Road,,Bognor Regis,,PO22 9PP,50.79336548,-0.675404251,RDR,Sussex Community NHS Foundation Trust,01243 865418,,http://www.sussexcommunity.nhs.uk/services/locations/bognor_regis_hospital.htm,
40395,RDU01,Hospital,Hospital,NHS Sector,Visible,TRUE,Frimley Park Hospital,Portsmouth Road,,,Camberley,Surrey,GU16 7UJ,51.31966782,-0.742014408,RDU,Frimley Health NHS Foundation Trust,0300 6145000,,https://www.fhft.nhs.uk/,
40397,RDU03,Hospital,Hospital,NHS Sector,Visible,TRUE,Fleet Hospital,Church Road,Church Road,,Fleet,Hampshire,GU51 4LZ,51.28755569,-0.848665714,RDU,Frimley Health NHS Foundation Trust,.,,,
40411,RDY10,Hospital,Hospital,NHS Sector,Visible,TRUE,St Ann's Hospital,,69 Haven Road,Canford Cliffs,Poole,Dorset,BH13 7LN,50.69916534,-1.928103089,RDY,Dorset Healthcare University NHS Foundation Trust,01202 708881,,http://www.dorsethealthcare.nhs.uk,
40413,RDYFX,Hospital,Hospital,NHS Sector,Visible,TRUE,Nightingale House/Court/Florence House,Alumhurst Road,49 Alumhurst Road,,Bournemouth,Dorset,BH4 8EW,50.71672821,-1.904407144,RDY,Dorset Healthcare University NHS Foundation Trust,01202 584301,,http://www.dorsethealthcare.nhs.uk,01202 584311
40415,RDY22,Hospital,Hospital,NHS Sector,Visible,TRUE,Alderney Hospital,Ringwood Road,Parkstone,,Poole,Dorset,BH12 4NB,50.7497139,-1.940967441,RDY,Dorset Healthcare University NHS Foundation Trust,01202 735537,,http://www.dorsethealthcare.nhs.uk,01202 730657
40421,RDY32,Hospital,Hospital,NHS Sector,Visible,TRUE,Kimmeridge Court,,69 Haven Road,Canford Cliffs,Poole,,BH13 7LN,50.69916534,-1.928103089,RDY,Dorset Healthcare University NHS Foundation Trust,03000191771,,http://www.dorsethealthcare.nhs.uk,
40423,RDY38,Hospital,Hospital,NHS Sector,Visible,TRUE,Fairmile House,,Jumpers Road,,Christchurch,Dorset,BH23 2JT,50.74319458,-1.792006493,RDY,Dorset Healthcare University NHS Foundation Trust,01202 858100,,http://www.dorsethealthcare.nhs.uk,01202 858111
40425,RDYMR,Hospital,Hospital,NHS Sector,Visible,TRUE,Pebble Lodge,49 Alumhurst Road,Westbourne,,Bournemouth,Dorset,BH4 8EW,50.71672821,-1.904407144,RDY,Dorset Healthcare University NHS Foundation Trust,01202 545400,,https://camhsdorset.org/,
40434,RDYCV,Hospital,Hospital,NHS Sector,Visible,TRUE,Oakcroft,,42 Gravel Hill,,Wimborne,Dorset,BH21 1RR,50.78026581,-1.97830379,RDY,Dorset Healthcare University NHS Foundation Trust,01202  848547,,http://www.wheresyourheadat.co.uk,01202 848547
40437,RDYEF,Hospital,Hospital,NHS Sector,Visible,TRUE,Weymouth Community Hospital,Weymouth Community Hospital,3 Melcombe Avenue,,Weymouth,Dorset,DT4 7TB,50.62104034,-2.450997829,RDY,Dorset Healthcare University NHS Foundation Trust,01305 760022,,https://www.dorsethealthcare.nhs.uk/patients-and-visitors/our-services-hospitals/community-hospitals,
40438,RDYEG,Hospital,Hospital,NHS Sector,Visible,TRUE,Westhaven Hospital,,Radipole Lane,,Weymouth,Dorset,DT4 0QE,50.615242,-2.480030775,RDY,Dorset Healthcare University NHS Foundation Trust,01305 786116,,http://www.dorsethealthcare.nhs.uk,
